origin,dest,count,time
1322,1030,50,2020/1/29
1322,1148,100,2020/1/29
1322,1231,300,2020/1/29
1270,1322,10,2020/1/29
1296,1322,10,2020/1/29
1302,1322,10,2020/1/29
1236,1322,5000,2020/1/29
1322,1256,100,2020/1/29
1322,1270,10,2020/1/29
1322,1296,100,2020/1/29
1322,1302,100,2020/1/29
1322,1236,1100,2020/1/29
1322,1276,100,2020/1/29
1276,1322,100,2020/1/29
1012,1322,10,2020/1/29
1278,1322,10,2020/1/29
1058,1322,300,2020/1/29
1262,1322,100,2020/1/29
1322,1012,100,2020/1/29
1322,1278,10,2020/1/29
1322,1058,300,2020/1/29
1322,1262,100,2020/1/29
1322,1054,100,2020/1/29
1322,1321,100,2020/1/29
1322,1015,100,2020/1/29
1054,1322,10,2020/1/29
1321,1322,10,2020/1/29
1015,1322,10,2020/1/29
1062,1322,10,2020/1/29
1032,1322,10,2020/1/29
1322,1062,200,2020/1/29
1322,1032,100,2020/1/29
1322,1255,100,2020/1/29
1255,1322,50,2020/1/29
1134,1322,50,2020/1/29
1230,1322,10,2020/1/29
1116,1322,700,2020/1/29
1322,1134,200,2020/1/29
1322,1230,100,2020/1/29
1322,1116,200,2020/1/29
1322,1187,50,2020/1/29
1064,1322,10,2020/1/29
1119,1322,50,2020/1/29
1086,1322,50,2020/1/29
1322,1119,100,2020/1/29
1322,1086,200,2020/1/29
1066,1322,1000,2020/1/29
1322,1066,400,2020/1/29
1322,1042,200,2020/1/29
1322,1190,50,2020/1/29
1042,1322,50,2020/1/29
1190,1322,10,2020/1/29
1093,1322,10,2020/1/29
1039,1322,50,2020/1/29
1003,1322,50,2020/1/29
1139,1322,10,2020/1/29
1286,1322,100,2020/1/29
1019,1322,500,2020/1/29
1144,1322,100,2020/1/29
1322,1093,100,2020/1/29
1322,1218,100,2020/1/29
1322,1039,100,2020/1/29
1322,1003,100,2020/1/29
1322,1139,100,2020/1/29
1322,1286,100,2020/1/29
1322,1019,300,2020/1/29
1322,1144,400,2020/1/29
1186,1322,50,2020/1/29
1112,1322,10,2020/1/29
1237,1322,10,2020/1/29
1114,1322,100,2020/1/29
1322,1237,50,2020/1/29
1322,1004,100,2020/1/29
1322,1114,200,2020/1/29
1071,1322,10,2020/1/29
1304,1322,200,2020/1/29
1322,1071,100,2020/1/29
1322,1304,200,2020/1/29
1322,1279,300,2020/1/29
1322,1122,50,2020/1/29
1279,1322,400,2020/1/29
1122,1322,10,2020/1/29
1275,1322,10,2020/1/29
1322,1132,50,2020/1/29
1322,1198,100,2020/1/29
1322,1195,200,2020/1/29
1198,1322,50,2020/1/29
1195,1322,100,2020/1/29
1023,1322,50,2020/1/29
1033,1322,10,2020/1/29
1143,1322,100,2020/1/29
1322,1023,100,2020/1/29
1322,1033,10,2020/1/29
1322,1143,200,2020/1/29
1322,1226,100,2020/1/29
1226,1322,10,2020/1/29
1299,1322,10,2020/1/29
1103,1322,100,2020/1/29
1091,1322,800,2020/1/29
1220,1322,100,2020/1/29
1322,1299,100,2020/1/29
1322,1103,100,2020/1/29
1322,1091,300,2020/1/29
1322,1220,200,2020/1/29
1322,1322,16900,2020/1/29
1322,1329,10,2020/1/29
1179,1322,50,2020/1/29
1206,1322,100,2020/1/29
1018,1322,100,2020/1/29
1133,1322,600,2020/1/29
1253,1322,10,2020/1/29
1322,1179,50,2020/1/29
1322,1325,10,2020/1/29
1322,1206,50,2020/1/29
1322,1018,200,2020/1/29
1322,1133,300,2020/1/29
1322,1253,100,2020/1/29
1171,1322,10,2020/1/29
1124,1322,700,2020/1/29
1117,1322,4900,2020/1/29
1322,1171,100,2020/1/29
1322,1124,400,2020/1/29
1322,1117,200,2020/1/29
1322,1141,50,2020/1/29
1322,1166,100,2020/1/29
1141,1322,10,2020/1/29
1166,1322,10,2020/1/29
1017,1322,100,2020/1/29
1045,1322,10,2020/1/29
1172,1322,600,2020/1/29
1322,1017,200,2020/1/29
1322,1045,10,2020/1/29
1322,1172,300,2020/1/29
1322,1046,100,2020/1/29
1046,1322,10,2020/1/29
1191,1322,10,2020/1/29
1215,1322,600,2020/1/29
1128,1322,10,2020/1/29
1308,1322,200,2020/1/29
1322,1191,50,2020/1/29
1322,1215,500,2020/1/29
1322,1128,100,2020/1/29
1322,1308,100,2020/1/29
1265,1322,100,2020/1/29
1297,1322,200,2020/1/29
1322,1265,200,2020/1/29
1322,1297,100,2020/1/29
1068,1322,100,2020/1/29
1293,1322,10,2020/1/29
1258,1322,10,2020/1/29
1322,1068,200,2020/1/29
1322,1293,100,2020/1/29
1322,1258,100,2020/1/29
1322,1096,200,2020/1/29
1322,1182,50,2020/1/29
1322,1147,100,2020/1/29
1096,1322,400,2020/1/29
1182,1322,10,2020/1/29
1147,1322,10,2020/1/29
1193,1322,1400,2020/1/29
1267,1322,1000,2020/1/29
1315,1322,10,2020/1/29
1322,1193,500,2020/1/29
1322,1267,500,2020/1/29
1322,1315,100,2020/1/29
1322,1246,200,2020/1/29
1322,1288,100,2020/1/29
1246,1322,50,2020/1/29
1288,1322,100,2020/1/29
1055,1322,10,2020/1/29
1348,1322,10,2020/1/29
1317,1322,600,2020/1/29
1099,1322,10,2020/1/29
1057,1322,50,2020/1/29
1282,1322,700,2020/1/29
1322,1055,100,2020/1/29
1322,1317,300,2020/1/29
1322,1099,100,2020/1/29
1322,1057,100,2020/1/29
1322,1282,200,2020/1/29
1322,1203,400,2020/1/29
1203,1322,400,2020/1/29
1164,1322,200,2020/1/29
1322,1164,300,2020/1/29
1322,1204,100,2020/1/29
1168,1322,10,2020/1/29
1013,1322,200,2020/1/29
1157,1322,100,2020/1/29
1322,1168,50,2020/1/29
1322,1013,500,2020/1/29
1322,1157,200,2020/1/29
1212,1322,300,2020/1/29
1167,1322,2200,2020/1/29
1142,1322,2300,2020/1/29
1154,1322,100,2020/1/29
1149,1322,10,2020/1/29
1322,1212,300,2020/1/29
1322,1167,200,2020/1/29
1322,1142,400,2020/1/29
1322,1154,200,2020/1/29
1322,1149,100,2020/1/29
1322,1241,300,2020/1/29
1322,1247,100,2020/1/29
1322,1209,10,2020/1/29
1241,1322,1700,2020/1/29
1247,1322,10,2020/1/29
1209,1322,10,2020/1/29
1192,1322,600,2020/1/29
1322,1082,50,2020/1/29
1322,1192,300,2020/1/29
1322,1078,100,2020/1/29
1078,1322,10,2020/1/29
1322,1158,100,2020/1/29
1322,1335,10,2020/1/29
1322,1043,50,2020/1/29
1043,1322,10,2020/1/29
1322,1225,50,2020/1/29
1322,1050,300,2020/1/29
1225,1322,10,2020/1/29
1050,1322,50,2020/1/29
1318,1322,100,2020/1/29
1322,1318,100,2020/1/29
1216,1322,400,2020/1/29
1322,1216,200,2020/1/29
1322,1336,10,2020/1/29
1322,1021,100,2020/1/29
1322,1120,50,2020/1/29
1322,1242,100,2020/1/29
1021,1322,200,2020/1/29
1120,1322,10,2020/1/29
1242,1322,10,2020/1/29
1037,1322,700,2020/1/29
1322,1037,100,2020/1/29
1322,1165,50,2020/1/29
1165,1322,10,2020/1/29
1205,1322,10,2020/1/29
1022,1322,10,2020/1/29
1322,1205,50,2020/1/29
1322,1022,10,2020/1/29
1024,1322,10,2020/1/29
1136,1322,50,2020/1/29
1322,1024,50,2020/1/29
1322,1136,100,2020/1/29
1322,1341,10,2020/1/29
1002,1322,10,2020/1/29
1229,1322,50,2020/1/29
1322,1002,100,2020/1/29
1322,1229,200,2020/1/29
1322,1326,10,2020/1/29
1322,1232,50,2020/1/29
1322,1137,100,2020/1/29
1322,1014,100,2020/1/29
1322,1208,100,2020/1/29
1322,1199,50,2020/1/29
1232,1322,10,2020/1/29
1137,1322,50,2020/1/29
1014,1322,100,2020/1/29
1208,1322,10,2020/1/29
1077,1322,100,2020/1/29
1322,1259,10,2020/1/29
1322,1077,200,2020/1/29
1098,1322,10,2020/1/29
1109,1322,200,2020/1/29
1163,1322,50,2020/1/29
1322,1098,100,2020/1/29
1322,1175,50,2020/1/29
1322,1109,200,2020/1/29
1322,1163,300,2020/1/29
1322,1049,50,2020/1/29
1036,1322,50,2020/1/29
1322,1036,200,2020/1/29
1322,1245,50,2020/1/29
1243,1322,50,2020/1/29
1090,1322,50,2020/1/29
1072,1322,100,2020/1/29
1261,1322,10,2020/1/29
1322,1243,100,2020/1/29
1322,1090,100,2020/1/29
1322,1072,300,2020/1/29
1322,1261,100,2020/1/29
1322,1272,200,2020/1/29
1272,1322,50,2020/1/29
1061,1322,10,2020/1/29
1159,1322,10,2020/1/29
1105,1322,50,2020/1/29
1322,1061,100,2020/1/29
1322,1159,50,2020/1/29
1322,1105,200,2020/1/29
1322,1333,10,2020/1/29
1322,1035,50,2020/1/29
1087,1322,50,2020/1/29
1145,1322,1700,2020/1/29
1322,1087,200,2020/1/29
1322,1145,300,2020/1/29
1322,1185,50,2020/1/29
1185,1322,10,2020/1/29
1169,1322,300,2020/1/29
1016,1322,1000,2020/1/29
1322,1169,300,2020/1/29
1322,1016,400,2020/1/29
1322,1180,100,2020/1/29
1322,1060,100,2020/1/29
1060,1322,200,2020/1/29
1332,1322,10,2020/1/29
1052,1322,100,2020/1/29
1322,1052,100,2020/1/29
1322,1131,200,2020/1/29
1131,1322,10,2020/1/29
1155,1322,10,2020/1/30
1102,1322,10,2020/1/30
1162,1322,50,2020/1/30
1283,1322,10,2020/1/30
1322,1155,50,2020/1/30
1322,1102,200,2020/1/30
1322,1162,200,2020/1/30
1322,1283,100,2020/1/30
1322,1092,200,2020/1/30
1322,1316,100,2020/1/30
1092,1322,200,2020/1/30
1211,1322,50,2020/1/30
1080,1322,50,2020/1/30
1197,1322,50,2020/1/30
1223,1322,10,2020/1/30
1322,1211,100,2020/1/30
1322,1080,100,2020/1/30
1322,1197,100,2020/1/30
1322,1223,100,2020/1/30
1205,1322,10,2020/1/30
1110,1322,10,2020/1/30
1106,1322,1900,2020/1/30
1322,1205,50,2020/1/30
1322,1110,50,2020/1/30
1322,1106,900,2020/1/30
1228,1322,10,2020/1/30
1138,1322,10,2020/1/30
1322,1228,50,2020/1/30
1322,1081,700,2020/1/30
1081,1322,1900,2020/1/30
1238,1322,1600,2020/1/30
1194,1322,700,2020/1/30
1322,1238,500,2020/1/30
1322,1194,200,2020/1/30
1286,1322,100,2020/1/30
1104,1322,100,2020/1/30
1322,1280,100,2020/1/30
1322,1286,200,2020/1/30
1322,1104,500,2020/1/30
1243,1322,50,2020/1/30
1103,1322,200,2020/1/30
1322,1243,100,2020/1/30
1322,1103,200,2020/1/30
1107,1322,10,2020/1/30
1052,1322,100,2020/1/30
1322,1107,50,2020/1/30
1322,1052,100,2020/1/30
1322,1096,300,2020/1/30
1322,1295,100,2020/1/30
1096,1322,200,2020/1/30
1295,1322,10,2020/1/30
1215,1322,700,2020/1/30
1089,1322,10,2020/1/30
1262,1322,100,2020/1/30
1322,1215,900,2020/1/30
1322,1089,100,2020/1/30
1322,1262,100,2020/1/30
1275,1322,10,2020/1/30
1161,1322,50,2020/1/30
1065,1322,50,2020/1/30
1236,1322,4900,2020/1/30
1322,1161,100,2020/1/30
1322,1065,100,2020/1/30
1322,1236,1400,2020/1/30
1322,1345,10,2020/1/30
1322,1338,10,2020/1/30
1322,1344,10,2020/1/30
1109,1322,200,2020/1/30
1115,1322,500,2020/1/30
1322,1109,200,2020/1/30
1322,1115,600,2020/1/30
1322,1320,100,2020/1/30
1320,1322,100,2020/1/30
1099,1322,10,2020/1/30
1322,1099,100,2020/1/30
1322,1101,300,2020/1/30
1101,1322,10,2020/1/30
1177,1322,10,2020/1/30
1322,1177,100,2020/1/30
1322,1225,50,2020/1/30
1322,1049,50,2020/1/30
1322,1227,50,2020/1/30
1225,1322,10,2020/1/30
1227,1322,10,2020/1/30
1020,1322,10,2020/1/30
1322,1020,100,2020/1/30
1322,1121,50,2020/1/30
1153,1322,10,2020/1/30
1051,1322,10,2020/1/30
1253,1322,10,2020/1/30
1322,1051,100,2020/1/30
1322,1253,100,2020/1/30
1087,1322,50,2020/1/30
1231,1322,1500,2020/1/30
1322,1287,10,2020/1/30
1322,1087,100,2020/1/30
1322,1231,400,2020/1/30
1322,1146,10,2020/1/30
1322,1285,100,2020/1/30
1146,1322,10,2020/1/30
1285,1322,10,2020/1/30
1210,1322,50,2020/1/30
1175,1322,10,2020/1/30
1013,1322,400,2020/1/30
1322,1175,100,2020/1/30
1322,1013,300,2020/1/30
1322,1235,50,2020/1/30
1235,1322,10,2020/1/30
1322,1232,50,2020/1/30
1204,1322,10,2020/1/30
1322,1204,100,2020/1/30
1322,1305,100,2020/1/30
1322,1130,200,2020/1/30
1322,1339,10,2020/1/30
1305,1322,100,2020/1/30
1130,1322,10,2020/1/30
1016,1322,1500,2020/1/30
1322,1016,500,2020/1/30
1189,1322,400,2020/1/30
1322,1189,200,2020/1/30
1322,1240,100,2020/1/30
1322,1054,100,2020/1/30
1322,1337,10,2020/1/30
1054,1322,10,2020/1/30
1278,1322,10,2020/1/30
1319,1322,10,2020/1/30
1322,1278,50,2020/1/30
1322,1319,100,2020/1/30
1322,1152,50,2020/1/30
1152,1322,10,2020/1/30
1151,1322,50,2020/1/30
1322,1045,10,2020/1/30
1322,1151,300,2020/1/30
1322,1140,100,2020/1/30
1140,1322,100,2020/1/30
1002,1322,10,2020/1/30
1056,1322,50,2020/1/30
1254,1322,600,2020/1/30
1322,1002,200,2020/1/30
1322,1056,200,2020/1/30
1322,1254,300,2020/1/30
1322,1224,10,2020/1/30
1224,1322,50,2020/1/30
1039,1322,50,2020/1/30
1040,1322,10,2020/1/30
1017,1322,100,2020/1/30
1322,1039,100,2020/1/30
1322,1040,100,2020/1/30
1322,1017,300,2020/1/30
1128,1322,50,2020/1/30
1028,1322,100,2020/1/30
1322,1128,100,2020/1/30
1322,1028,300,2020/1/30
1322,1327,10,2020/1/30
1006,1322,2300,2020/1/30
1142,1322,2200,2020/1/30
1322,1313,10,2020/1/30
1322,1331,50,2020/1/30
1322,1006,800,2020/1/30
1322,1142,500,2020/1/30
1202,1322,50,2020/1/30
1322,1306,50,2020/1/30
1322,1202,200,2020/1/30
1322,1198,100,2020/1/30
1322,1245,100,2020/1/30
1198,1322,50,2020/1/30
1245,1322,10,2020/1/30
1171,1322,10,2020/1/30
1084,1322,900,2020/1/30
1234,1322,50,2020/1/30
1145,1322,900,2020/1/30
1322,1171,100,2020/1/30
1322,1084,500,2020/1/30
1322,1234,400,2020/1/30
1322,1145,300,2020/1/30
1191,1322,10,2020/1/30
1322,1191,50,2020/1/30
1322,1342,100,2020/1/30
1322,1341,10,2020/1/30
1322,1141,100,2020/1/30
1322,1255,100,2020/1/30
1141,1322,10,2020/1/30
1255,1322,50,2020/1/30
1264,1322,10,2020/1/30
1062,1322,10,2020/1/30
1038,1322,100,2020/1/30
1111,1322,10,2020/1/30
1322,1264,50,2020/1/30
1322,1062,200,2020/1/30
1322,1038,200,2020/1/30
1322,1111,200,2020/1/30
1322,1276,100,2020/1/30
1276,1322,100,2020/1/30
1307,1322,100,2020/1/30
1012,1322,50,2020/1/30
1252,1322,10,2020/1/30
1030,1322,100,2020/1/30
1322,1307,200,2020/1/30
1322,1012,100,2020/1/30
1322,1252,100,2020/1/30
1322,1030,100,2020/1/30
1322,1284,50,2020/1/30
1284,1322,10,2020/1/30
1314,1322,10,2020/1/30
1201,1322,600,2020/1/30
1322,1314,100,2020/1/30
1322,1201,200,2020/1/30
1322,1137,100,2020/1/30
1322,1188,100,2020/1/30
1137,1322,50,2020/1/30
1188,1322,10,2020/1/30
1290,1322,10,2020/1/30
1269,1322,10,2020/1/30
1261,1322,10,2020/1/30
1322,1290,50,2020/1/30
1322,1250,10,2020/1/30
1322,1261,100,2020/1/30
1082,1322,10,2020/1/30
1317,1322,600,2020/1/30
1083,1322,10,2020/1/30
1267,1322,1600,2020/1/30
1322,1082,50,2020/1/30
1322,1317,300,2020/1/30
1322,1083,50,2020/1/30
1322,1267,700,2020/1/30
1322,1031,100,2020/1/30
1154,1322,100,2020/1/30
1220,1322,100,2020/1/30
1322,1259,10,2020/1/30
1322,1154,100,2020/1/30
1322,1220,200,2020/1/30
1322,1009,200,2020/1/30
1009,1322,50,2020/1/30
1193,1322,1400,2020/1/30
1150,1322,500,2020/1/30
1322,1193,700,2020/1/30
1322,1150,400,2020/1/30
1090,1322,100,2020/1/30
1113,1322,700,2020/1/30
1322,1090,200,2020/1/30
1322,1113,300,2020/1/30
1340,1322,10,2020/1/30
1159,1322,10,2020/1/30
1322,1159,50,2020/1/30
1322,1122,50,2020/1/30
1122,1322,10,2020/1/30
1322,1007,100,2020/1/30
1007,1322,10,2020/1/30
1036,1322,100,2020/1/30
1322,1036,200,2020/1/30
1134,1322,200,2020/1/30
1091,1322,900,2020/1/30
1124,1322,1200,2020/1/30
1322,1134,200,2020/1/30
1322,1091,300,2020/1/30
1322,1124,600,2020/1/30
1322,1131,200,2020/1/30
1322,1014,100,2020/1/30
1322,1190,100,2020/1/30
1322,1196,50,2020/1/30
1131,1322,50,2020/1/30
1014,1322,100,2020/1/30
1196,1322,10,2020/1/30
1179,1322,50,2020/1/30
1212,1322,300,2020/1/30
1322,1179,50,2020/1/30
1322,1212,400,2020/1/30
1322,1324,10,2020/1/30
1027,1322,1900,2020/1/30
1094,1322,200,2020/1/30
1070,1322,1300,2020/1/30
1322,1027,1000,2020/1/30
1322,1094,100,2020/1/30
1322,1070,300,2020/1/30
1322,1246,100,2020/1/30
1246,1322,50,2020/1/30
1010,1322,10,2020/1/30
1180,1322,10,2020/1/30
1148,1322,50,2020/1/30
1149,1322,10,2020/1/30
1239,1322,10,2020/1/30
1136,1322,50,2020/1/30
1322,1010,100,2020/1/30
1322,1132,50,2020/1/30
1322,1180,100,2020/1/30
1322,1148,100,2020/1/30
1322,1149,100,2020/1/30
1322,1239,100,2020/1/30
1322,1136,100,2020/1/30
1263,1322,10,2020/1/30
1058,1322,400,2020/1/30
1322,1335,50,2020/1/30
1322,1058,400,2020/1/30
1322,1203,600,2020/1/30
1203,1322,200,2020/1/30
1097,1322,6900,2020/1/30
1218,1322,10,2020/1/30
1086,1322,50,2020/1/30
1059,1322,10,2020/1/30
1322,1097,2000,2020/1/30
1322,1218,100,2020/1/30
1322,1086,200,2020/1/30
1322,1059,100,2020/1/30
1322,1199,50,2020/1/30
1199,1322,10,2020/1/30
1274,1322,10,2020/1/30
1005,1322,100,2020/1/30
1200,1322,10400,2020/1/30
1230,1322,10,2020/1/30
1309,1322,100,2020/1/30
1322,1274,50,2020/1/30
1322,1005,200,2020/1/30
1322,1200,1200,2020/1/30
1322,1230,100,2020/1/30
1322,1309,100,2020/1/30
1322,1268,100,2020/1/30
1268,1322,50,2020/1/30
1251,1322,10,2020/1/30
1322,1251,100,2020/1/30
1322,1288,200,2020/1/30
1288,1322,400,2020/1/30
1302,1322,50,2020/1/30
1073,1322,50,2020/1/30
1322,1302,100,2020/1/30
1322,1073,50,2020/1/30
1322,1025,100,2020/1/30
1322,1321,100,2020/1/30
1025,1322,50,2020/1/30
1321,1322,50,2020/1/30
1184,1322,100,2020/1/30
1217,1322,200,2020/1/30
1322,1184,100,2020/1/30
1322,1217,100,2020/1/30
1322,1165,50,2020/1/30
1165,1322,10,2020/1/30
1174,1322,10,2020/1/30
1222,1322,50,2020/1/30
1029,1322,50,2020/1/30
1178,1322,10,2020/1/30
1170,1322,50,2020/1/30
1265,1322,200,2020/1/30
1322,1222,100,2020/1/30
1322,1029,100,2020/1/30
1322,1178,100,2020/1/30
1322,1170,100,2020/1/30
1322,1265,200,2020/1/30
1322,1279,300,2020/1/30
1322,1311,100,2020/1/30
1322,1173,100,2020/1/30
1279,1322,700,2020/1/30
1311,1322,10,2020/1/30
1173,1322,10,2020/1/30
1219,1322,10,2020/1/30
1322,1219,100,2020/1/30
1322,1242,100,2020/1/30
1242,1322,50,2020/1/30
1164,1322,100,2020/1/30
1169,1322,300,2020/1/30
1303,1322,10,2020/1/30
1181,1322,10,2020/1/30
1143,1322,200,2020/1/30
1100,1322,200,2020/1/30
1117,1322,6800,2020/1/30
1322,1164,400,2020/1/30
1322,1169,300,2020/1/30
1322,1303,100,2020/1/30
1322,1181,50,2020/1/30
1322,1143,400,2020/1/30
1322,1100,200,2020/1/30
1322,1117,300,2020/1/30
1300,1322,10,2020/1/30
1322,1300,100,2020/1/30
1322,1043,100,2020/1/30
1043,1322,10,2020/1/30
1133,1322,1000,2020/1/30
1322,1133,400,2020/1/30
1322,1120,50,2020/1/30
1120,1322,10,2020/1/30
1105,1322,50,2020/1/30
1322,1105,200,2020/1/30
1126,1322,10,2020/1/30
1176,1322,2200,2020/1/30
1244,1322,600,2020/1/30
1322,1176,500,2020/1/30
1322,1244,400,2020/1/30
1322,1185,50,2020/1/30
1322,1247,100,2020/1/30
1185,1322,10,2020/1/30
1247,1322,10,2020/1/30
1079,1322,10,2020/1/30
1069,1322,300,2020/1/30
1041,1322,100,2020/1/30
1304,1322,200,2020/1/30
1183,1322,50,2020/1/30
1322,1079,50,2020/1/30
1322,1069,300,2020/1/30
1322,1041,200,2020/1/30
1322,1304,300,2020/1/30
1322,1183,100,2020/1/30
1322,1050,500,2020/1/30
1322,1015,100,2020/1/30
1050,1322,100,2020/1/30
1015,1322,10,2020/1/30
1093,1322,10,2020/1/30
1074,1322,10,2020/1/30
1322,1093,100,2020/1/30
1322,1074,100,2020/1/30
1322,1048,10,2020/1/30
1023,1322,50,2020/1/30
1044,1322,50,2020/1/30
1216,1322,400,2020/1/30
1144,1322,200,2020/1/30
1322,1023,100,2020/1/30
1322,1044,200,2020/1/30
1322,1216,200,2020/1/30
1322,1144,300,2020/1/30
1322,1127,500,2020/1/30
1127,1322,200,2020/1/30
1299,1322,10,2020/1/30
1004,1322,10,2020/1/30
1322,1299,100,2020/1/30
1322,1004,50,2020/1/30
1294,1322,10,2020/1/30
1289,1322,10,2020/1/30
1135,1322,200,2020/1/30
1322,1289,50,2020/1/30
1322,1281,100,2020/1/30
1322,1135,100,2020/1/30
1322,1078,100,2020/1/30
1078,1322,10,2020/1/30
1214,1322,10,2020/1/30
1206,1322,100,2020/1/30
1057,1322,10,2020/1/30
1258,1322,50,2020/1/30
1322,1214,100,2020/1/30
1322,1206,50,2020/1/30
1322,1057,100,2020/1/30
1322,1258,200,2020/1/30
1260,1322,50,2020/1/30
1163,1322,100,2020/1/30
1322,1260,100,2020/1/30
1322,1163,200,2020/1/30
1322,1298,100,2020/1/30
1298,1322,10,2020/1/30
1312,1322,10,2020/1/30
1167,1322,500,2020/1/30
1322,1312,50,2020/1/30
1322,1167,100,2020/1/30
1003,1322,50,2020/1/30
1139,1322,10,2020/1/30
1257,1322,50,2020/1/30
1282,1322,700,2020/1/30
1160,1322,200,2020/1/30
1322,1003,100,2020/1/30
1322,1139,100,2020/1/30
1322,1257,200,2020/1/30
1322,1282,300,2020/1/30
1322,1160,100,2020/1/30
1322,1334,10,2020/1/30
1322,1053,100,2020/1/30
1053,1322,10,2020/1/30
1098,1322,50,2020/1/30
1296,1322,50,2020/1/30
1032,1322,50,2020/1/30
1037,1322,800,2020/1/30
1322,1098,200,2020/1/30
1322,1296,100,2020/1/30
1322,1032,100,2020/1/30
1322,1037,200,2020/1/30
1233,1322,10,2020/1/30
1066,1322,2300,2020/1/30
1318,1322,100,2020/1/30
1172,1322,800,2020/1/30
1322,1071,100,2020/1/30
1322,1233,50,2020/1/30
1322,1066,400,2020/1/30
1322,1318,200,2020/1/30
1322,1172,300,2020/1/30
1157,1322,300,2020/1/30
1322,1157,100,2020/1/30
1072,1322,100,2020/1/30
1322,1072,400,2020/1/30
1322,1042,200,2020/1/30
1042,1322,50,2020/1/30
1033,1322,10,2020/1/30
1129,1322,10,2020/1/30
1085,1322,200,2020/1/30
1315,1322,10,2020/1/30
1322,1033,50,2020/1/30
1322,1129,50,2020/1/30
1322,1085,100,2020/1/30
1322,1315,200,2020/1/30
1322,1329,10,2020/1/30
1322,1273,100,2020/1/30
1329,1322,10,2020/1/30
1273,1322,10,2020/1/30
1061,1322,10,2020/1/30
1237,1322,10,2020/1/30
1322,1325,10,2020/1/30
1322,1061,100,2020/1/30
1322,1237,50,2020/1/30
1322,1208,100,2020/1/30
1208,1322,10,2020/1/30
1186,1322,50,2020/1/30
1156,1322,10,2020/1/30
1301,1322,800,2020/1/30
1019,1322,1000,2020/1/30
1322,1156,100,2020/1/30
1322,1301,200,2020/1/30
1322,1019,300,2020/1/30
1322,1213,10,2020/1/30
1322,1166,100,2020/1/30
1322,1035,50,2020/1/30
1213,1322,10,2020/1/30
1166,1322,10,2020/1/30
1277,1322,50,2020/1/30
1118,1322,10,2020/1/30
1322,1277,400,2020/1/30
1322,1118,100,2020/1/30
1322,1187,50,2020/1/30
1008,1322,50,2020/1/30
1322,1008,100,2020/1/30
1322,1095,600,2020/1/30
1322,1047,50,2020/1/30
1322,1241,500,2020/1/30
1322,1207,100,2020/1/30
1095,1322,3600,2020/1/30
1241,1322,2000,2020/1/30
1207,1322,10,2020/1/30
1158,1322,10,2020/1/30
1322,1158,100,2020/1/30
1322,1125,100,2020/1/30
1322,1195,100,2020/1/30
1322,1046,200,2020/1/30
1322,1332,10,2020/1/30
1125,1322,100,2020/1/30
1195,1322,100,2020/1/30
1046,1322,50,2020/1/30
1332,1322,10,2020/1/30
1297,1322,300,2020/1/30
1322,1067,10,2020/1/30
1322,1248,10,2020/1/30
1322,1297,100,2020/1/30
1322,1088,1500,2020/1/30
1088,1322,300,2020/1/30
1063,1322,1900,2020/1/30
1322,1063,900,2020/1/30
1322,1075,100,2020/1/30
1322,1226,100,2020/1/30
1075,1322,50,2020/1/30
1226,1322,10,2020/1/30
1116,1322,1200,2020/1/30
1322,1333,10,2020/1/30
1322,1116,300,2020/1/30
1322,1034,200,2020/1/30
1034,1322,1300,2020/1/30
1026,1322,10,2020/1/30
1270,1322,10,2020/1/30
1018,1322,200,2020/1/30
1322,1026,100,2020/1/30
1322,1018,100,2020/1/30
1001,1322,10,2020/1/30
1024,1322,10,2020/1/30
1077,1322,200,2020/1/30
1322,1024,100,2020/1/30
1322,1077,200,2020/1/30
1322,1182,100,2020/1/30
1322,1209,10,2020/1/30
1182,1322,50,2020/1/30
1209,1322,10,2020/1/30
1123,1322,200,2020/1/30
1322,1123,100,2020/1/30
1322,1060,100,2020/1/30
1060,1322,100,2020/1/30
1256,1322,10,2020/1/30
1292,1322,200,2020/1/30
1266,1322,100,2020/1/30
1322,1256,100,2020/1/30
1322,1292,200,2020/1/30
1322,1266,200,2020/1/30
1322,1272,200,2020/1/30
1272,1322,200,2020/1/30
1168,1322,50,2020/1/30
1322,1168,50,2020/1/30
1322,1322,15200,2020/1/30
1055,1322,10,2020/1/30
1022,1322,10,2020/1/30
1308,1322,200,2020/1/30
1114,1322,200,2020/1/30
1322,1055,100,2020/1/30
1322,1022,10,2020/1/30
1322,1330,50,2020/1/30
1322,1308,200,2020/1/30
1322,1114,200,2020/1/30
1322,1147,100,2020/1/30
1147,1322,10,2020/1/30
1011,1322,1900,2020/1/30
1322,1011,1700,2020/1/30
1322,1021,100,2020/1/30
1021,1322,300,2020/1/30
1108,1322,200,2020/1/30
1068,1322,200,2020/1/30
1229,1322,100,2020/1/30
1192,1322,1100,2020/1/30
1293,1322,10,2020/1/30
1322,1108,200,2020/1/30
1322,1068,200,2020/1/30
1322,1229,300,2020/1/30
1322,1192,400,2020/1/30
1322,1293,100,2020/1/30
1322,1221,400,2020/1/30
1221,1322,100,2020/1/30
1326,1322,10,2020/1/30
1076,1322,200,2020/1/30
1119,1322,50,2020/1/30
1322,1326,10,2020/1/30
1322,1076,300,2020/1/30
1322,1119,100,2020/1/30
1322,1249,50,2020/1/30
1085,1322,200,2020/1/31
1322,1085,200,2020/1/31
