origin,dest,count,time
1322,1284,400,2020/2/25
1284,1322,10,2020/2/25
1093,1322,10,2020/2/25
1005,1322,100,2020/2/25
1040,1322,50,2020/2/25
1072,1322,50,2020/2/25
1220,1322,100,2020/2/25
1322,1093,500,2020/2/25
1322,1005,700,2020/2/25
1322,1040,600,2020/2/25
1322,1072,1800,2020/2/25
1322,1259,50,2020/2/25
1322,1220,1400,2020/2/25
1090,1322,50,2020/2/25
1262,1322,200,2020/2/25
1322,1090,1100,2020/2/25
1322,1262,600,2020/2/25
1322,1241,3300,2020/2/25
1322,1054,400,2020/2/25
1241,1322,2800,2020/2/25
1054,1322,50,2020/2/25
1105,1322,100,2020/2/25
1322,1105,1200,2020/2/25
1322,1049,200,2020/2/25
1322,1137,900,2020/2/25
1322,1165,200,2020/2/25
1049,1322,200,2020/2/25
1137,1322,100,2020/2/25
1165,1322,10,2020/2/25
1134,1322,200,2020/2/25
1322,1134,1200,2020/2/25
1322,1337,10,2020/2/25
1003,1322,50,2020/2/25
1051,1322,10,2020/2/25
1230,1322,50,2020/2/25
1282,1322,600,2020/2/25
1322,1003,600,2020/2/25
1322,1051,400,2020/2/25
1322,1230,500,2020/2/25
1322,1282,1100,2020/2/25
1322,1046,1100,2020/2/25
1322,1078,700,2020/2/25
1322,1196,100,2020/2/25
1322,1273,300,2020/2/25
1046,1322,50,2020/2/25
1078,1322,50,2020/2/25
1196,1322,10,2020/2/25
1273,1322,10,2020/2/25
1144,1322,400,2020/2/25
1322,1153,10,2020/2/25
1322,1144,1700,2020/2/25
1322,1247,600,2020/2/25
1247,1322,50,2020/2/25
1211,1322,10,2020/2/25
1080,1322,50,2020/2/25
1322,1211,400,2020/2/25
1322,1080,300,2020/2/25
1322,1221,2000,2020/2/25
1221,1322,200,2020/2/25
1322,1341,100,2020/2/25
1079,1322,10,2020/2/25
1159,1322,10,2020/2/25
1168,1322,10,2020/2/25
1322,1079,200,2020/2/25
1322,1159,200,2020/2/25
1322,1168,200,2020/2/25
1322,1053,300,2020/2/25
1322,1339,10,2020/2/25
1053,1322,10,2020/2/25
1253,1322,10,2020/2/25
1322,1253,600,2020/2/25
1322,1305,800,2020/2/25
1322,1242,500,2020/2/25
1322,1235,200,2020/2/25
1305,1322,100,2020/2/25
1242,1322,10,2020/2/25
1235,1322,10,2020/2/25
1020,1322,10,2020/2/25
1322,1020,600,2020/2/25
1162,1322,100,2020/2/25
1201,1322,200,2020/2/25
1322,1162,1300,2020/2/25
1322,1201,1100,2020/2/25
1322,1166,600,2020/2/25
1166,1322,50,2020/2/25
1055,1322,10,2020/2/25
1022,1322,10,2020/2/25
1317,1322,900,2020/2/25
1044,1322,50,2020/2/25
1322,1055,600,2020/2/25
1322,1022,100,2020/2/25
1322,1317,2100,2020/2/25
1322,1044,1100,2020/2/25
1322,1152,300,2020/2/25
1322,1182,400,2020/2/25
1322,1268,200,2020/2/25
1152,1322,10,2020/2/25
1182,1322,50,2020/2/25
1268,1322,10,2020/2/25
1076,1322,300,2020/2/25
1318,1322,100,2020/2/25
1333,1322,10,2020/2/25
1322,1076,1300,2020/2/25
1322,1318,900,2020/2/25
1322,1333,50,2020/2/25
1322,1207,500,2020/2/25
1294,1322,10,2020/2/25
1207,1322,10,2020/2/25
1309,1322,100,2020/2/25
1322,1309,600,2020/2/25
1161,1322,50,2020/2/25
1322,1161,700,2020/2/25
1322,1007,500,2020/2/25
1322,1034,1200,2020/2/25
1322,1015,400,2020/2/25
1007,1322,10,2020/2/25
1034,1322,400,2020/2/25
1015,1322,10,2020/2/25
1017,1322,200,2020/2/25
1322,1017,1700,2020/2/25
1348,1322,10,2020/2/25
1129,1322,10,2020/2/25
1322,1129,100,2020/2/25
1322,1021,1000,2020/2/25
1021,1322,300,2020/2/25
1112,1322,10,2020/2/25
1270,1322,10,2020/2/25
1308,1322,100,2020/2/25
1143,1322,600,2020/2/25
1117,1322,7200,2020/2/25
1322,1308,900,2020/2/25
1322,1143,1300,2020/2/25
1322,1117,2400,2020/2/25
1322,1131,1200,2020/2/25
1131,1322,200,2020/2/25
1322,1001,10,2020/2/25
1322,1208,600,2020/2/25
1208,1322,50,2020/2/25
1082,1322,10,2020/2/25
1126,1322,10,2020/2/25
1322,1082,200,2020/2/25
1322,1126,10,2020/2/25
1322,1110,100,2020/2/25
1322,1336,50,2020/2/25
1322,1130,1300,2020/2/25
1322,1255,400,2020/2/25
1130,1322,50,2020/2/25
1255,1322,50,2020/2/25
1252,1322,10,2020/2/25
1314,1322,10,2020/2/25
1322,1252,500,2020/2/25
1322,1314,500,2020/2/25
1322,1088,6900,2020/2/25
1088,1322,500,2020/2/25
1016,1322,600,2020/2/25
1229,1322,100,2020/2/25
1271,1322,10,2020/2/25
1322,1016,3000,2020/2/25
1322,1229,1600,2020/2/25
1322,1271,10,2020/2/25
1098,1322,10,2020/2/25
1175,1322,10,2020/2/25
1067,1322,10,2020/2/25
1038,1322,100,2020/2/25
1322,1098,1100,2020/2/25
1322,1175,300,2020/2/25
1322,1067,50,2020/2/25
1322,1038,1400,2020/2/25
1113,1322,600,2020/2/25
1148,1322,50,2020/2/25
1322,1113,2000,2020/2/25
1322,1148,500,2020/2/25
1322,1288,1300,2020/2/25
1322,1321,300,2020/2/25
1288,1322,100,2020/2/25
1321,1322,10,2020/2/25
1179,1322,100,2020/2/25
1231,1322,1800,2020/2/25
1322,1179,300,2020/2/25
1322,1231,2300,2020/2/25
1322,1285,900,2020/2/25
1285,1322,10,2020/2/25
1233,1322,10,2020/2/25
1057,1322,50,2020/2/25
1258,1322,50,2020/2/25
1193,1322,1700,2020/2/25
1322,1326,100,2020/2/25
1322,1233,300,2020/2/25
1322,1057,800,2020/2/25
1322,1258,900,2020/2/25
1322,1193,4000,2020/2/25
1322,1232,200,2020/2/25
1322,1043,200,2020/2/25
1232,1322,10,2020/2/25
1043,1322,10,2020/2/25
1292,1322,500,2020/2/25
1032,1322,50,2020/2/25
1197,1322,100,2020/2/25
1136,1322,50,2020/2/25
1322,1292,1000,2020/2/25
1322,1032,600,2020/2/25
1322,1197,700,2020/2/25
1322,1136,1000,2020/2/25
1322,1213,100,2020/2/25
1322,1329,50,2020/2/25
1322,1203,2500,2020/2/25
1322,1345,100,2020/2/25
1213,1322,10,2020/2/25
1203,1322,300,2020/2/25
1169,1322,200,2020/2/25
1052,1322,100,2020/2/25
1100,1322,300,2020/2/25
1322,1169,1400,2020/2/25
1322,1052,600,2020/2/25
1322,1100,900,2020/2/25
1280,1322,10,2020/2/25
1008,1322,50,2020/2/25
1234,1322,100,2020/2/25
1322,1280,500,2020/2/25
1322,1008,400,2020/2/25
1322,1234,1200,2020/2/25
1313,1322,10,2020/2/25
1291,1322,10,2020/2/25
1158,1322,10,2020/2/25
1219,1322,10,2020/2/25
1142,1322,1200,2020/2/25
1192,1322,600,2020/2/25
1322,1313,50,2020/2/25
1322,1158,300,2020/2/25
1322,1219,800,2020/2/25
1322,1142,3900,2020/2/25
1322,1192,2400,2020/2/25
1322,1048,10,2020/2/25
1228,1322,10,2020/2/25
1296,1322,50,2020/2/25
1261,1322,50,2020/2/25
1115,1322,1300,2020/2/25
1322,1228,200,2020/2/25
1322,1296,800,2020/2/25
1322,1261,700,2020/2/25
1322,1115,4500,2020/2/25
1322,1096,1500,2020/2/25
1322,1081,4200,2020/2/25
1096,1322,1200,2020/2/25
1081,1322,900,2020/2/25
1191,1322,50,2020/2/25
1275,1322,50,2020/2/25
1138,1322,10,2020/2/25
1177,1322,10,2020/2/25
1037,1322,500,2020/2/25
1013,1322,200,2020/2/25
1322,1191,300,2020/2/25
1322,1177,600,2020/2/25
1322,1037,1200,2020/2/25
1322,1013,2500,2020/2/25
1322,1188,400,2020/2/25
1322,1227,200,2020/2/25
1188,1322,10,2020/2/25
1227,1322,10,2020/2/25
1133,1322,600,2020/2/25
1278,1322,10,2020/2/25
1322,1133,2200,2020/2/25
1322,1278,100,2020/2/25
1322,1323,10,2020/2/25
1322,1316,400,2020/2/25
1322,1127,3100,2020/2/25
1323,1322,10,2020/2/25
1316,1322,10,2020/2/25
1127,1322,400,2020/2/25
1315,1322,50,2020/2/25
1322,1315,900,2020/2/25
1322,1009,1300,2020/2/25
1322,1140,800,2020/2/25
1009,1322,50,2020/2/25
1140,1322,100,2020/2/25
1062,1322,10,2020/2/25
1248,1322,10,2020/2/25
1322,1062,1300,2020/2/25
1322,1248,50,2020/2/25
1322,1198,700,2020/2/25
1198,1322,100,2020/2/25
1303,1322,10,2020/2/25
1077,1322,300,2020/2/25
1322,1303,600,2020/2/25
1322,1077,1300,2020/2/25
1322,1125,900,2020/2/25
1322,1185,100,2020/2/25
1125,1322,100,2020/2/25
1185,1322,10,2020/2/25
1114,1322,200,2020/2/25
1322,1114,1800,2020/2/25
1289,1322,50,2020/2/25
1123,1322,50,2020/2/25
1319,1322,10,2020/2/25
1322,1289,400,2020/2/25
1322,1123,500,2020/2/25
1322,1319,500,2020/2/25
1322,1060,900,2020/2/25
1322,1014,600,2020/2/25
1060,1322,50,2020/2/25
1014,1322,50,2020/2/25
1322,1186,10,2020/2/25
1186,1322,50,2020/2/25
1322,1328,50,2020/2/25
1293,1322,10,2020/2/25
1135,1322,50,2020/2/25
1322,1293,700,2020/2/25
1322,1135,600,2020/2/25
1277,1322,100,2020/2/25
1118,1322,50,2020/2/25
1041,1322,200,2020/2/25
1322,1277,2000,2020/2/25
1322,1118,700,2020/2/25
1322,1041,1600,2020/2/25
1019,1322,400,2020/2/25
1099,1322,50,2020/2/25
1322,1019,1700,2020/2/25
1322,1099,500,2020/2/25
1156,1322,10,2020/2/25
1119,1322,50,2020/2/25
1106,1322,4100,2020/2/25
1172,1322,600,2020/2/25
1163,1322,100,2020/2/25
1116,1322,800,2020/2/25
1322,1156,800,2020/2/25
1322,1119,300,2020/2/25
1322,1106,5300,2020/2/25
1322,1172,2800,2020/2/25
1322,1163,1400,2020/2/25
1322,1116,2000,2020/2/25
1322,1075,600,2020/2/25
1322,1226,400,2020/2/25
1075,1322,100,2020/2/25
1226,1322,10,2020/2/25
1205,1322,50,2020/2/25
1006,1322,3900,2020/2/25
1267,1322,2600,2020/2/25
1322,1205,200,2020/2/25
1322,1006,5500,2020/2/25
1322,1267,3600,2020/2/25
1322,1342,300,2020/2/25
1342,1322,10,2020/2/25
1300,1322,50,2020/2/25
1322,1300,400,2020/2/25
1331,1322,10,2020/2/25
1257,1322,50,2020/2/25
1023,1322,200,2020/2/25
1322,1004,200,2020/2/25
1322,1331,100,2020/2/25
1322,1257,700,2020/2/25
1322,1023,500,2020/2/25
1322,1199,100,2020/2/25
1199,1322,10,2020/2/25
1001,1322,10,2020/2/26
1002,1322,50,2020/2/26
1003,1322,50,2020/2/26
1004,1322,10,2020/2/26
1005,1322,100,2020/2/26
1006,1322,3600,2020/2/26
1322,1001,10,2020/2/26
1322,1002,700,2020/2/26
1322,1003,600,2020/2/26
1322,1004,200,2020/2/26
1322,1005,800,2020/2/26
1322,1006,5900,2020/2/26
1322,1007,500,2020/2/26
1007,1322,50,2020/2/26
1008,1322,50,2020/2/26
1322,1008,400,2020/2/26
1322,1009,1200,2020/2/26
1009,1322,50,2020/2/26
1010,1322,10,2020/2/26
1011,1322,3400,2020/2/26
1012,1322,50,2020/2/26
1013,1322,200,2020/2/26
1322,1010,300,2020/2/26
1322,1011,7900,2020/2/26
1322,1012,600,2020/2/26
1322,1013,2400,2020/2/26
1322,1014,600,2020/2/26
1322,1015,500,2020/2/26
1014,1322,100,2020/2/26
1015,1322,10,2020/2/26
1016,1322,500,2020/2/26
1017,1322,200,2020/2/26
1322,1016,3200,2020/2/26
1322,1017,1800,2020/2/26
1322,1328,50,2020/2/26
1018,1322,200,2020/2/26
1019,1322,500,2020/2/26
1020,1322,10,2020/2/26
1322,1018,800,2020/2/26
1322,1019,1800,2020/2/26
1322,1020,600,2020/2/26
1322,1021,900,2020/2/26
1021,1322,300,2020/2/26
1022,1322,10,2020/2/26
1023,1322,100,2020/2/26
1024,1322,10,2020/2/26
1322,1022,100,2020/2/26
1322,1023,600,2020/2/26
1322,1024,300,2020/2/26
1322,1025,400,2020/2/26
1322,1345,100,2020/2/26
1322,1344,50,2020/2/26
1025,1322,50,2020/2/26
1026,1322,10,2020/2/26
1027,1322,1200,2020/2/26
1028,1322,100,2020/2/26
1322,1026,500,2020/2/26
1322,1027,8100,2020/2/26
1322,1028,1300,2020/2/26
1029,1322,100,2020/2/26
1030,1322,50,2020/2/26
1322,1029,700,2020/2/26
1322,1030,300,2020/2/26
1322,1031,500,2020/2/26
1031,1322,10,2020/2/26
1032,1322,50,2020/2/26
1033,1322,10,2020/2/26
1322,1032,700,2020/2/26
1322,1033,100,2020/2/26
1322,1034,1200,2020/2/26
1322,1035,100,2020/2/26
1034,1322,400,2020/2/26
1035,1322,10,2020/2/26
1036,1322,200,2020/2/26
1322,1036,1500,2020/2/26
1037,1322,500,2020/2/26
1038,1322,200,2020/2/26
1322,1037,1400,2020/2/26
1322,1038,1300,2020/2/26
1039,1322,50,2020/2/26
1040,1322,50,2020/2/26
1041,1322,200,2020/2/26
1322,1039,700,2020/2/26
1322,1040,700,2020/2/26
1322,1041,1500,2020/2/26
1322,1042,1100,2020/2/26
1322,1043,200,2020/2/26
1042,1322,50,2020/2/26
1043,1322,10,2020/2/26
1044,1322,50,2020/2/26
1045,1322,10,2020/2/26
1322,1044,1200,2020/2/26
1322,1045,10,2020/2/26
1322,1046,1300,2020/2/26
1322,1047,100,2020/2/26
1046,1322,100,2020/2/26
1047,1322,10,2020/2/26
1048,1322,10,2020/2/26
1322,1048,10,2020/2/26
1322,1049,200,2020/2/26
1322,1329,50,2020/2/26
1322,1050,1700,2020/2/26
1049,1322,100,2020/2/26
1050,1322,100,2020/2/26
1051,1322,10,2020/2/26
1052,1322,100,2020/2/26
1322,1051,400,2020/2/26
1322,1052,700,2020/2/26
1322,1053,300,2020/2/26
1322,1054,400,2020/2/26
1322,1324,10,2020/2/26
1053,1322,10,2020/2/26
1054,1322,50,2020/2/26
1055,1322,50,2020/2/26
1056,1322,100,2020/2/26
1057,1322,50,2020/2/26
1058,1322,1100,2020/2/26
1059,1322,10,2020/2/26
1322,1055,700,2020/2/26
1322,1056,1200,2020/2/26
1322,1057,800,2020/2/26
1322,1058,2200,2020/2/26
1322,1059,500,2020/2/26
1322,1060,900,2020/2/26
1060,1322,100,2020/2/26
1061,1322,10,2020/2/26
1062,1322,10,2020/2/26
1063,1322,5500,2020/2/26
1322,1061,600,2020/2/26
1322,1062,1100,2020/2/26
1322,1063,6600,2020/2/26
1322,1327,50,2020/2/26
1064,1322,10,2020/2/26
1065,1322,200,2020/2/26
1066,1322,800,2020/2/26
1067,1322,10,2020/2/26
1322,1065,800,2020/2/26
1322,1066,1800,2020/2/26
1322,1067,50,2020/2/26
1068,1322,100,2020/2/26
1069,1322,200,2020/2/26
1070,1322,100,2020/2/26
1322,1068,900,2020/2/26
1322,1069,1800,2020/2/26
1322,1070,2100,2020/2/26
1071,1322,10,2020/2/26
1072,1322,100,2020/2/26
1073,1322,50,2020/2/26
1074,1322,10,2020/2/26
1322,1071,200,2020/2/26
1322,1072,1600,2020/2/26
1322,1073,400,2020/2/26
1322,1074,400,2020/2/26
1322,1075,600,2020/2/26
1075,1322,100,2020/2/26
1076,1322,300,2020/2/26
1077,1322,300,2020/2/26
1322,1076,1300,2020/2/26
1322,1077,1300,2020/2/26
1322,1078,600,2020/2/26
1078,1322,100,2020/2/26
1079,1322,50,2020/2/26
1322,1079,100,2020/2/26
1080,1322,10,2020/2/26
1322,1080,400,2020/2/26
1322,1081,4000,2020/2/26
1081,1322,700,2020/2/26
1082,1322,10,2020/2/26
1083,1322,10,2020/2/26
1084,1322,1400,2020/2/26
1085,1322,100,2020/2/26
1086,1322,500,2020/2/26
1087,1322,100,2020/2/26
1322,1082,200,2020/2/26
1322,1330,100,2020/2/26
1322,1331,200,2020/2/26
1322,1083,100,2020/2/26
1322,1084,3400,2020/2/26
1322,1085,1000,2020/2/26
1322,1086,1600,2020/2/26
1322,1087,1100,2020/2/26
1322,1332,50,2020/2/26
1322,1088,8500,2020/2/26
1088,1322,500,2020/2/26
1089,1322,100,2020/2/26
1090,1322,50,2020/2/26
1091,1322,400,2020/2/26
1322,1089,800,2020/2/26
1322,1090,1100,2020/2/26
1322,1091,2000,2020/2/26
1322,1092,1200,2020/2/26
1092,1322,200,2020/2/26
1093,1322,10,2020/2/26
1094,1322,200,2020/2/26
1322,1093,500,2020/2/26
1322,1094,1100,2020/2/26
1322,1095,3900,2020/2/26
1322,1096,1600,2020/2/26
1095,1322,2400,2020/2/26
1096,1322,200,2020/2/26
1097,1322,8200,2020/2/26
1098,1322,50,2020/2/26
1099,1322,50,2020/2/26
1100,1322,400,2020/2/26
1322,1097,11300,2020/2/26
1322,1098,900,2020/2/26
1322,1099,500,2020/2/26
1322,1333,50,2020/2/26
1322,1100,900,2020/2/26
1322,1101,1900,2020/2/26
1101,1322,100,2020/2/26
1102,1322,10,2020/2/26
1103,1322,100,2020/2/26
1104,1322,300,2020/2/26
1105,1322,100,2020/2/26
1322,1102,900,2020/2/26
1322,1103,1000,2020/2/26
1322,1104,2900,2020/2/26
1322,1105,1300,2020/2/26
1322,1334,10,2020/2/26
1106,1322,4700,2020/2/26
1322,1106,5600,2020/2/26
1107,1322,50,2020/2/26
1108,1322,200,2020/2/26
1109,1322,300,2020/2/26
1110,1322,10,2020/2/26
1111,1322,50,2020/2/26
1322,1107,400,2020/2/26
1322,1108,1000,2020/2/26
1322,1109,800,2020/2/26
1322,1110,50,2020/2/26
1322,1111,1500,2020/2/26
1112,1322,10,2020/2/26
1113,1322,700,2020/2/26
1114,1322,200,2020/2/26
1115,1322,1100,2020/2/26
1116,1322,900,2020/2/26
1117,1322,12100,2020/2/26
1322,1113,2000,2020/2/26
1322,1114,1900,2020/2/26
1322,1115,5100,2020/2/26
1322,1116,2000,2020/2/26
1322,1117,2500,2020/2/26
1118,1322,100,2020/2/26
1119,1322,50,2020/2/26
1322,1118,700,2020/2/26
1322,1119,300,2020/2/26
1322,1335,50,2020/2/26
1322,1120,400,2020/2/26
1322,1121,200,2020/2/26
1322,1122,300,2020/2/26
1120,1322,50,2020/2/26
1121,1322,10,2020/2/26
1122,1322,10,2020/2/26
1123,1322,50,2020/2/26
1124,1322,1600,2020/2/26
1322,1123,600,2020/2/26
1322,1124,3900,2020/2/26
1322,1322,12400,2020/2/26
1322,1125,800,2020/2/26
1125,1322,100,2020/2/26
1126,1322,10,2020/2/26
1322,1126,10,2020/2/26
1322,1127,3500,2020/2/26
1127,1322,400,2020/2/26
1128,1322,50,2020/2/26
1129,1322,10,2020/2/26
1322,1128,500,2020/2/26
1322,1129,50,2020/2/26
1322,1130,1300,2020/2/26
1130,1322,50,2020/2/26
1322,1131,1100,2020/2/26
1131,1322,200,2020/2/26
1132,1322,10,2020/2/26
1133,1322,600,2020/2/26
1134,1322,200,2020/2/26
1135,1322,50,2020/2/26
1136,1322,50,2020/2/26
1322,1132,300,2020/2/26
1322,1133,2200,2020/2/26
1322,1134,1100,2020/2/26
1322,1135,600,2020/2/26
1322,1136,1100,2020/2/26
1322,1137,1000,2020/2/26
1137,1322,100,2020/2/26
1138,1322,10,2020/2/26
1139,1322,10,2020/2/26
1322,1138,10,2020/2/26
1322,1139,600,2020/2/26
1322,1140,800,2020/2/26
1322,1141,400,2020/2/26
1140,1322,100,2020/2/26
1141,1322,10,2020/2/26
1142,1322,1300,2020/2/26
1143,1322,900,2020/2/26
1144,1322,300,2020/2/26
1145,1322,2200,2020/2/26
1322,1326,100,2020/2/26
1322,1142,4000,2020/2/26
1322,1143,1400,2020/2/26
1322,1144,2000,2020/2/26
1322,1145,2000,2020/2/26
1322,1146,50,2020/2/26
1322,1147,500,2020/2/26
1146,1322,10,2020/2/26
1147,1322,10,2020/2/26
1148,1322,50,2020/2/26
1149,1322,10,2020/2/26
1150,1322,1000,2020/2/26
1151,1322,100,2020/2/26
1322,1148,500,2020/2/26
1322,1149,600,2020/2/26
1322,1150,2000,2020/2/26
1322,1151,1300,2020/2/26
1322,1152,300,2020/2/26
1152,1322,10,2020/2/26
1153,1322,10,2020/2/26
1154,1322,100,2020/2/26
1322,1154,1200,2020/2/26
1322,1336,50,2020/2/26
1155,1322,10,2020/2/26
1156,1322,10,2020/2/26
1157,1322,100,2020/2/26
1322,1155,300,2020/2/26
1322,1156,700,2020/2/26
1322,1157,500,2020/2/26
1158,1322,10,2020/2/26
1159,1322,10,2020/2/26
1160,1322,700,2020/2/26
1322,1158,300,2020/2/26
1322,1159,200,2020/2/26
1322,1160,1300,2020/2/26
1161,1322,10,2020/2/26
1162,1322,100,2020/2/26
1163,1322,100,2020/2/26
1322,1161,600,2020/2/26
1322,1162,1300,2020/2/26
1322,1163,1600,2020/2/26
1164,1322,300,2020/2/26
1322,1164,2600,2020/2/26
1322,1165,200,2020/2/26
1322,1166,600,2020/2/26
1165,1322,10,2020/2/26
1166,1322,10,2020/2/26
1167,1322,300,2020/2/26
1168,1322,50,2020/2/26
1322,1167,700,2020/2/26
1322,1168,200,2020/2/26
1169,1322,200,2020/2/26
1322,1169,1300,2020/2/26
1170,1322,50,2020/2/26
1171,1322,10,2020/2/26
1172,1322,800,2020/2/26
1322,1170,800,2020/2/26
1322,1171,400,2020/2/26
1322,1172,2600,2020/2/26
1322,1173,600,2020/2/26
1173,1322,10,2020/2/26
1174,1322,10,2020/2/26
1175,1322,10,2020/2/26
1176,1322,1000,2020/2/26
1322,1174,10,2020/2/26
1322,1175,300,2020/2/26
1322,1176,3600,2020/2/26
1177,1322,10,2020/2/26
1178,1322,50,2020/2/26
1322,1177,500,2020/2/26
1322,1178,300,2020/2/26
1322,1337,10,2020/2/26
1179,1322,100,2020/2/26
1180,1322,50,2020/2/26
1181,1322,10,2020/2/26
1322,1179,400,2020/2/26
1322,1180,600,2020/2/26
1322,1181,300,2020/2/26
1322,1182,400,2020/2/26
1182,1322,50,2020/2/26
1183,1322,100,2020/2/26
1184,1322,100,2020/2/26
1322,1183,800,2020/2/26
1322,1184,1100,2020/2/26
1322,1185,200,2020/2/26
1322,1186,10,2020/2/26
1185,1322,10,2020/2/26
1186,1322,50,2020/2/26
1322,1187,300,2020/2/26
1322,1338,50,2020/2/26
1322,1188,400,2020/2/26
1187,1322,10,2020/2/26
1188,1322,100,2020/2/26
1189,1322,400,2020/2/26
1322,1325,100,2020/2/26
1322,1189,900,2020/2/26
1322,1190,400,2020/2/26
1190,1322,10,2020/2/26
1191,1322,50,2020/2/26
1192,1322,600,2020/2/26
1193,1322,2000,2020/2/26
1194,1322,1400,2020/2/26
1322,1191,200,2020/2/26
1322,1001,10,2020/2/26
1322,1192,2500,2020/2/26
1322,1193,4500,2020/2/26
1322,1194,1100,2020/2/26
1322,1195,900,2020/2/26
1322,1196,100,2020/2/26
1195,1322,200,2020/2/26
1196,1322,10,2020/2/26
1197,1322,100,2020/2/26
1322,1197,700,2020/2/26
1322,1198,600,2020/2/26
1322,1199,100,2020/2/26
1198,1322,100,2020/2/26
1199,1322,10,2020/2/26
1200,1322,5900,2020/2/26
1201,1322,200,2020/2/26
1202,1322,50,2020/2/26
1322,1340,10,2020/2/26
1322,1200,9100,2020/2/26
1322,1201,1200,2020/2/26
1322,1202,800,2020/2/26
1322,1323,10,2020/2/26
1322,1203,2800,2020/2/26
1203,1322,300,2020/2/26
1204,1322,10,2020/2/26
1205,1322,50,2020/2/26
1206,1322,100,2020/2/26
1322,1204,300,2020/2/26
1322,1205,200,2020/2/26
1322,1206,400,2020/2/26
1322,1207,500,2020/2/26
1322,1208,700,2020/2/26
1322,1209,100,2020/2/26
1322,1210,10,2020/2/26
1207,1322,50,2020/2/26
1208,1322,50,2020/2/26
1209,1322,10,2020/2/26
1210,1322,50,2020/2/26
1211,1322,10,2020/2/26
1212,1322,600,2020/2/26
1322,1211,300,2020/2/26
1322,1212,1800,2020/2/26
1322,1213,100,2020/2/26
1322,1339,10,2020/2/26
1213,1322,10,2020/2/26
1214,1322,10,2020/2/26
1215,1322,1100,2020/2/26
1216,1322,500,2020/2/26
1217,1322,500,2020/2/26
1322,1214,800,2020/2/26
1322,1215,3600,2020/2/26
1322,1216,1000,2020/2/26
1322,1217,800,2020/2/26
1218,1322,10,2020/2/26
1219,1322,10,2020/2/26
1220,1322,100,2020/2/26
1322,1218,300,2020/2/26
1322,1219,700,2020/2/26
1322,1220,1500,2020/2/26
1322,1221,2100,2020/2/26
1221,1322,200,2020/2/26
1222,1322,10,2020/2/26
1223,1322,50,2020/2/26
1322,1222,500,2020/2/26
1322,1223,600,2020/2/26
1322,1224,10,2020/2/26
1224,1322,100,2020/2/26
1322,1225,300,2020/2/26
1225,1322,50,2020/2/26
1322,1226,500,2020/2/26
1322,1227,200,2020/2/26
1226,1322,10,2020/2/26
1227,1322,10,2020/2/26
1228,1322,10,2020/2/26
1229,1322,100,2020/2/26
1230,1322,10,2020/2/26
1231,1322,1600,2020/2/26
1322,1228,200,2020/2/26
1322,1229,1700,2020/2/26
1322,1230,600,2020/2/26
1322,1231,2100,2020/2/26
1322,1232,300,2020/2/26
1232,1322,10,2020/2/26
1233,1322,10,2020/2/26
1234,1322,100,2020/2/26
1322,1233,400,2020/2/26
1322,1234,1100,2020/2/26
1322,1235,200,2020/2/26
1235,1322,10,2020/2/26
1236,1322,8000,2020/2/26
1322,1236,9100,2020/2/26
1237,1322,50,2020/2/26
1238,1322,1100,2020/2/26
1239,1322,100,2020/2/26
1322,1237,300,2020/2/26
1322,1238,2100,2020/2/26
1322,1239,1200,2020/2/26
1322,1240,400,2020/2/26
1322,1241,3500,2020/2/26
1322,1242,500,2020/2/26
1240,1322,10,2020/2/26
1241,1322,2500,2020/2/26
1242,1322,10,2020/2/26
1243,1322,50,2020/2/26
1244,1322,1000,2020/2/26
1322,1243,800,2020/2/26
1322,1244,2400,2020/2/26
1322,1245,500,2020/2/26
1245,1322,10,2020/2/26
1322,1246,900,2020/2/26
1322,1341,100,2020/2/26
1322,1247,600,2020/2/26
1246,1322,50,2020/2/26
1247,1322,100,2020/2/26
1248,1322,10,2020/2/26
1322,1248,50,2020/2/26
1322,1249,100,2020/2/26
1249,1322,10,2020/2/26
1250,1322,10,2020/2/26
1251,1322,50,2020/2/26
1252,1322,10,2020/2/26
1253,1322,10,2020/2/26
1254,1322,400,2020/2/26
1322,1250,100,2020/2/26
1322,1251,600,2020/2/26
1322,1252,500,2020/2/26
1322,1253,600,2020/2/26
1322,1254,1500,2020/2/26
1322,1255,400,2020/2/26
1255,1322,50,2020/2/26
1256,1322,50,2020/2/26
1257,1322,50,2020/2/26
1258,1322,10,2020/2/26
1259,1322,10,2020/2/26
1322,1256,700,2020/2/26
1322,1257,800,2020/2/26
1322,1258,900,2020/2/26
1322,1259,50,2020/2/26
1260,1322,50,2020/2/26
1261,1322,10,2020/2/26
1262,1322,200,2020/2/26
1322,1260,800,2020/2/26
1322,1261,700,2020/2/26
1322,1262,600,2020/2/26
1263,1322,50,2020/2/26
1264,1322,10,2020/2/26
1265,1322,100,2020/2/26
1266,1322,100,2020/2/26
1267,1322,2300,2020/2/26
1322,1264,200,2020/2/26
1322,1265,800,2020/2/26
1322,1266,1100,2020/2/26
1322,1267,3400,2020/2/26
1322,1268,200,2020/2/26
1268,1322,10,2020/2/26
1269,1322,10,2020/2/26
1270,1322,10,2020/2/26
1271,1322,10,2020/2/26
1322,1270,10,2020/2/26
1322,1272,1400,2020/2/26
1322,1273,300,2020/2/26
1272,1322,200,2020/2/26
1273,1322,10,2020/2/26
1274,1322,10,2020/2/26
1275,1322,50,2020/2/26
1322,1274,100,2020/2/26
