id,name,lat,lon
1206,1206,29.709239,118.317325
1207,1207,41.124506,121.140377
1208,1208,34.499381,109.502882
1209,1209,37.369274,97.361
1210,1210,22.421265,114.14025
1211,1211,25.041988,101.546046
1212,1212,35.068724,118.348587
1213,1213,29.662557,91.111891
1214,1214,28.872391,105.44049
1215,1215,39.14393,117.210813
1216,1216,39.53763,116.683842
1217,1217,28.45886,119.926249
1218,1218,45.118243,124.823608
1219,1219,29.583536,105.06216
1220,1220,35.306328,113.891372
1221,1221,38.923472,121.63287
1222,1222,32.433668,105.829757
1223,1223,30.016028,122.106863
1224,1224,22.281836,114.189399
1225,1225,35.579578,104.626294
1226,1226,36.58489,109.490123
1227,1227,47.34017,130.28504
1228,1228,26.872108,100.233026
1229,1229,37.890277,112.550864
1230,1230,21.481889,109.121314
1231,1231,28.655127,121.421733
1232,1232,39.732819,98.494352
1233,1233,37.861188,113.583285
1234,1234,39.639277,118.166123
1235,1235,46.643442,131.157304
1236,1236,23.120049,113.30765
1237,1237,29.987722,103.001033
1238,1238,23.37102,116.708463
1239,1239,33.735241,113.307718
1240,1240,34.578529,105.724998
1241,1241,24.87435,118.675847
1242,1242,25.091307,104.895568
1243,1243,31.130192,104.381981
1244,1244,32.016212,120.864608
1245,1245,26.584643,104.846743
1246,1246,27.550082,109.97824
1247,1247,34.369315,107.14487
1248,1248,44.905507,82.067397
1249,1249,34.895817,108.945962
1250,1250,38.844814,105.706423
1251,1251,29.341622,104.776887
1252,1252,22.380538,107.384653
1253,1253,24.695899,108.062106
1254,1254,32.394826,119.413107
1255,1255,40.755572,120.856394
1256,1256,40.828319,111.660351
1257,1257,38.502621,106.206479
1258,1258,23.094311,109.599228
1259,1259,47.848393,88.13963
1260,1260,24.811094,113.597313
1261,1261,21.967127,108.624175
1262,1262,33.580074,114.01662
1263,1263,22.19491,113.55273
1264,1264,43.944018,116.090996
1265,1265,36.194968,117.129063
1266,1266,23.685022,113.051227
1267,1267,27.99383,120.699748
1268,1268,50.245249,127.529064
1269,1269,23.075891,120.294027
1270,1270,22.909117,120.548915
1271,1271,21.020882,115.959268
1272,1272,26.900358,112.607693
1273,1273,46.637393,126.99293
1274,1274,39.673734,106.825563
1275,1275,25.0192,121.5365
1276,1276,44.582962,129.618602
1277,1277,43.816,125.3222
1278,1278,43.940466,81.323096
1279,1279,24.490474,118.110221
1280,1280,24.350461,102.543907
1281,1281,23.362441,103.373711
1282,1282,34.60899,119.162342
1283,1283,35.23904,113.238266
1284,1284,29.127401,110.479921
1285,1285,27.283311,105.291876
1286,1286,33.869338,115.782939
1287,1287,39.715742,76.168362
1288,1288,27.237842,111.46923
1289,1289,23.386449,104.232852
1290,1290,22.777321,100.972344
1291,1291,22.756604,121.105642
1292,1292,36.814939,118.047649
1293,1293,23.475984,111.27958
1294,1294,22.019207,113.709824
1295,1295,41.574125,120.449631
1296,1296,36.08415,111.517973
1297,1297,28.941708,118.87263
1298,1298,41.269402,123.18152
1299,1299,25.501557,103.797851
1300,1300,43.170344,124.370785
1301,1301,32.303627,118.316264
1302,1302,40.076716,113.342466
1303,1303,38.41769,112.733538
1304,1304,38.310582,116.857461
1305,1305,27.728136,112.008497
1306,1306,46.076268,122.070317
1307,1307,31.326319,118.376451
1308,1308,22.774485,115.364238
1309,1309,29.29256,117.214664
1310,1310,35.54279,106.684691
1311,1311,40.667432,122.235152
1312,1312,23.882564,100.089888
1313,1313,27.834519,99.710068
1314,1314,23.733766,109.229772
1315,1315,20.022071,110.330802
1316,1316,26.245544,105.932188
1317,1317,22.517069,113.393377
1318,1318,23.051546,112.472529
1319,1319,34.777338,111.194099
1320,1320,34.333439,108.705117
1321,1321,46.809606,130.361634
1322,1322,30.592935,114.305215
1323,1323,32.503187,80.105498
1324,1324,33.004049,97.008522
1325,1325,25.850949,98.854304
1326,1326,30.049251,101.962957
1327,1327,42.81984,93.517108
1328,1328,31.141797,97.170727
1329,1329,29.649128,94.36149
1330,1330,36.015739,106.243356
1331,1331,38.985781,106.383039
1332,1332,29.266246,88.879655
1333,1333,37.112672,79.913657
1334,1334,31.475732,92.050888
1335,1335,46.746301,82.985732
1336,1336,29.237137,91.773134
1337,1337,34.470416,100.247121
1338,1338,36.953468,100.90106
1339,1339,35.517744,102.019988
1340,1340,23.458139,120.391838
1341,1341,38.514238,102.187888
1342,1342,35.54279,106.684691
1343,1343,24.738276,121.755433
1344,1344,36.280353,100.619542
1345,1345,36.50204,102.104287
1346,1346,23.981993,121.606927
1347,1347,23.691464,120.534211
1348,1348,25.151647,121.768
1349,1349,22.674784,120.490006
1350,1350,23.560585,119.633957
1351,1351,43.944791,81.044545
1352,1352,24.432706,118.317089
1353,1353,24.500071,120.755127
